Zweigstelle;Zweigstellenname;schliesstag;Anlass;Beschreibung;Typ
eBib;Onleihe Neckar-Alb;30.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;30.03.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;30.03.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;30.03.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;30.03.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;31.03.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;31.03.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;31.03.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;31.03.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;31.03.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;31.03.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;01.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;01.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;01.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;01.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;01.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;01.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;02.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;02.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;02.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;02.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;02.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;03.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;03.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;03.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;04.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;05.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;05.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;05.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;05.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;05.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;06.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;06.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;06.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;06.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;06.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;06.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;07.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;07.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;07.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;07.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;07.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;07.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;08.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;08.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;08.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;08.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;08.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;08.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;09.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;09.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;09.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;09.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;09.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;10.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;10.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;10.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;11.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;12.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;12.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;12.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;12.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;12.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;13.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;13.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;13.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;13.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;13.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;13.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;14.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;14.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;14.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;14.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;14.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;14.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;15.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;15.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;15.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;15.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;15.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;15.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;16.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;16.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;16.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;16.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;16.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;17.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;17.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;17.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;18.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;19.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;19.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;19.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;19.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;19.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;20.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;20.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;20.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;20.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;20.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;20.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;21.04.2021;Erweiterte Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;21.04.2021;Erweiterte Schließzeit;;Einmalig
Hi;Hirschau;21.04.2021;Erweiterte Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;21.04.2021;Erweiterte Schließzeit;;Einmalig
MZU;Medienzentrum;21.04.2021;Erweiterte Schließzeit;;Einmalig
WO;Waldhäuser-Ost;21.04.2021;Erweiterte Schließzeit;;Einmalig
D;Derendingen;22.04.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;22.04.2021;Erweiterung Schließzeit;;Einmalig
Hi;Hirschau;22.04.2021;Erweiterung Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;22.04.2021;Erweiterung Schließzeit;;Einmalig
MZU;Medienzentrum;22.04.2021;Erweiterung Schließzeit;;Einmalig
WO;Waldhäuser-Ost;22.04.2021;Erweiterung Schließzeit;;Einmalig
D;Derendingen;23.04.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;23.04.2021;Erweiterung Schließzeit;;Einmalig
Hi;Hirschau;23.04.2021;Erweiterung Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;23.04.2021;Erweiterung Schließzeit;;Einmalig
MZU;Medienzentrum;23.04.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;24.04.2021;Erweiterung Schließzeit;;Einmalig
Hi;Hirschau;24.04.2021;Erweiterung Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;24.04.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;25.04.2021;Erweiterung Schließzeit;;Einmalig
D;Derendingen;26.04.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;26.04.2021;Erweiterung Schließzeit;;Einmalig
Hi;Hirschau;26.04.2021;Erweiterung Schließzeit;;Einmalig
MZU;Medienzentrum;26.04.2021;Erweiterung Schließzeit;;Einmalig
WO;Waldhäuser-Ost;26.04.2021;Erweiterung Schließzeit;;Einmalig
D;Derendingen;27.04.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;27.04.2021;Erweiterung Schließzeit;;Einmalig
Hi;Hirschau;27.04.2021;Erweiterung Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;27.04.2021;Erweiterung Schließzeit;;Einmalig
MZU;Medienzentrum;27.04.2021;Erweiterung Schließzeit;;Einmalig
WO;Waldhäuser-Ost;27.04.2021;Erweiterung Schließzeit;;Einmalig
D;Derendingen;28.04.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;28.04.2021;Erweiterung Schließzeit;;Einmalig
Hi;Hirschau;28.04.2021;Erweiterung Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;28.04.2021;Erweiterung Schließzeit;;Einmalig
MZU;Medienzentrum;28.04.2021;Erweiterung Schließzeit;;Einmalig
WO;Waldhäuser-Ost;28.04.2021;Erweiterung Schließzeit;;Einmalig
D;Derendingen;29.04.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;29.04.2021;Erweiterung Schließzeit;;Einmalig
Hi;Hirschau;29.04.2021;Erweiterung Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;29.04.2021;Erweiterung Schließzeit;;Einmalig
MZU;Medienzentrum;29.04.2021;Erweiterung Schließzeit;;Einmalig
WO;Waldhäuser-Ost;29.04.2021;Erweiterung Schließzeit;;Einmalig
D;Derendingen;30.04.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;30.04.2021;Erweiterung Schließzeit;;Einmalig
Hi;Hirschau;30.04.2021;Erweiterung Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;30.04.2021;Erweiterung Schließzeit;;Einmalig
MZU;Medienzentrum;30.04.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;02.05.2021;Erweiterung Schließzeit;;Einmalig
D;Derendingen;03.05.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;03.05.2021;Erweiterung Schließzeit;;Einmalig
Hi;Hirschau;03.05.2021;Erweiterung Schließzeit;;Einmalig
MZU;Medienzentrum;03.05.2021;Erweiterung Schließzeit;;Einmalig
WO;Waldhäuser-Ost;03.05.2021;Erweiterung Schließzeit;;Einmalig
D;Derendingen;04.05.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;04.05.2021;Erweiterung Schließzeit;;Einmalig
Hi;Hirschau;04.05.2021;Erweiterung Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;04.05.2021;Erweiterung Schließzeit;;Einmalig
MZU;Medienzentrum;04.05.2021;Erweiterung Schließzeit;;Einmalig
WO;Waldhäuser-Ost;04.05.2021;Erweiterung Schließzeit;;Einmalig
D;Derendingen;05.05.2021;Erweiterung Schließzeit;;Einmalig
eBib;Onleihe Neckar-Alb;05.05.2021;Erweiterung Schließzeit;;Einmalig
Hi;Hirschau;05.05.2021;Erweiterung Schließzeit;;Einmalig
HST;Hauptstelle Tübingen;05.05.2021;Erweiterung Schließzeit;;Einmalig
MZU;Medienzentrum;05.05.2021;Erweiterung Schließzeit;;Einmalig
WO;Waldhäuser-Ost;05.05.2021;Erweiterung Schließzeit;;Einmalig
D;Derendingen;06.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;06.05.2021;;;Einmalig
Hi;Hirschau;06.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;06.05.2021;;;Einmalig
MZU;Medienzentrum;06.05.2021;;;Einmalig
WO;Waldhäuser-Ost;06.05.2021;;;Einmalig
D;Derendingen;07.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;07.05.2021;;;Einmalig
Hi;Hirschau;07.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;07.05.2021;;;Einmalig
MZU;Medienzentrum;07.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;08.05.2021;;;Einmalig
Hi;Hirschau;08.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;08.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;09.05.2021;;;Einmalig
D;Derendingen;11.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;11.05.2021;;;Einmalig
Hi;Hirschau;11.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;11.05.2021;;;Einmalig
MZU;Medienzentrum;11.05.2021;;;Einmalig
WO;Waldhäuser-Ost;11.05.2021;;;Einmalig
D;Derendingen;12.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;12.05.2021;;;Einmalig
Hi;Hirschau;12.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;12.05.2021;;;Einmalig
MZU;Medienzentrum;12.05.2021;;;Einmalig
WO;Waldhäuser-Ost;12.05.2021;;;Einmalig
D;Derendingen;13.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;13.05.2021;;;Einmalig
Hi;Hirschau;13.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;13.05.2021;;;Einmalig
MZU;Medienzentrum;13.05.2021;;;Einmalig
WO;Waldhäuser-Ost;13.05.2021;;;Einmalig
D;Derendingen;14.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;14.05.2021;;;Einmalig
Hi;Hirschau;14.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;14.05.2021;;;Einmalig
MZU;Medienzentrum;14.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;15.05.2021;;;Einmalig
Hi;Hirschau;15.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;15.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;16.05.2021;;;Einmalig
D;Derendingen;17.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;17.05.2021;;;Einmalig
Hi;Hirschau;17.05.2021;;;Einmalig
MZU;Medienzentrum;17.05.2021;;;Einmalig
WO;Waldhäuser-Ost;17.05.2021;;;Einmalig
D;Derendingen;18.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;18.05.2021;;;Einmalig
Hi;Hirschau;18.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;18.05.2021;;;Einmalig
MZU;Medienzentrum;18.05.2021;;;Einmalig
WO;Waldhäuser-Ost;18.05.2021;;;Einmalig
D;Derendingen;19.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;19.05.2021;;;Einmalig
Hi;Hirschau;19.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;19.05.2021;;;Einmalig
MZU;Medienzentrum;19.05.2021;;;Einmalig
WO;Waldhäuser-Ost;19.05.2021;;;Einmalig
D;Derendingen;20.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;20.05.2021;;;Einmalig
Hi;Hirschau;20.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;20.05.2021;;;Einmalig
MZU;Medienzentrum;20.05.2021;;;Einmalig
WO;Waldhäuser-Ost;20.05.2021;;;Einmalig
D;Derendingen;21.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;21.05.2021;;;Einmalig
Hi;Hirschau;21.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;21.05.2021;;;Einmalig
MZU;Medienzentrum;21.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;22.05.2021;;;Einmalig
Hi;Hirschau;22.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;22.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;23.05.2021;;;Einmalig
D;Derendingen;24.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;24.05.2021;;;Einmalig
Hi;Hirschau;24.05.2021;;;Einmalig
MZU;Medienzentrum;24.05.2021;Pfingstferien;;Einmalig
WO;Waldhäuser-Ost;24.05.2021;Pfingstferien;;Einmalig
D;Derendingen;25.05.2021;Pfingstferien;;Einmalig
eBib;Onleihe Neckar-Alb;25.05.2021;;;Einmalig
Hi;Hirschau;25.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;25.05.2021;;;Einmalig
MZU;Medienzentrum;25.05.2021;Pfingstferien;;Einmalig
WO;Waldhäuser-Ost;25.05.2021;Pfingstferien;;Einmalig
D;Derendingen;26.05.2021;Pfingstferien;;Einmalig
eBib;Onleihe Neckar-Alb;26.05.2021;;;Einmalig
Hi;Hirschau;26.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;26.05.2021;;;Einmalig
MZU;Medienzentrum;26.05.2021;Pfingstferien;;Einmalig
WO;Waldhäuser-Ost;26.05.2021;Pfingstferien;;Einmalig
D;Derendingen;27.05.2021;Pfingstferien;;Einmalig
eBib;Onleihe Neckar-Alb;27.05.2021;;;Einmalig
Hi;Hirschau;27.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;27.05.2021;;;Einmalig
MZU;Medienzentrum;27.05.2021;Pfingstferien;;Einmalig
WO;Waldhäuser-Ost;27.05.2021;Pfingstferien;;Einmalig
D;Derendingen;28.05.2021;Pfingstferien;;Einmalig
eBib;Onleihe Neckar-Alb;28.05.2021;;;Einmalig
Hi;Hirschau;28.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;28.05.2021;;;Einmalig
MZU;Medienzentrum;28.05.2021;Pfingstferien;;Einmalig
eBib;Onleihe Neckar-Alb;29.05.2021;;;Einmalig
Hi;Hirschau;29.05.2021;;;Einmalig
HST;Hauptstelle Tübingen;29.05.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;30.05.2021;;;Einmalig
D;Derendingen;31.05.2021;Pfingstferien;;Einmalig
eBib;Onleihe Neckar-Alb;31.05.2021;;;Einmalig
Hi;Hirschau;31.05.2021;;;Einmalig
MZU;Medienzentrum;31.05.2021;Pfingstferien;;Einmalig
WO;Waldhäuser-Ost;31.05.2021;Pfingstferien;;Einmalig
D;Derendingen;01.06.2021;Pfingstferien;;Einmalig
eBib;Onleihe Neckar-Alb;01.06.2021;;;Einmalig
Hi;Hirschau;01.06.2021;;;Einmalig
HST;Hauptstelle Tübingen;01.06.2021;;;Einmalig
MZU;Medienzentrum;01.06.2021;Pfingstferien;;Einmalig
WO;Waldhäuser-Ost;01.06.2021;Pfingstferien;;Einmalig
D;Derendingen;02.06.2021;Pfingstferien;;Einmalig
eBib;Onleihe Neckar-Alb;02.06.2021;;;Einmalig
Hi;Hirschau;02.06.2021;;;Einmalig
HST;Hauptstelle Tübingen;02.06.2021;;;Einmalig
MZU;Medienzentrum;02.06.2021;Pfingstferien;;Einmalig
WO;Waldhäuser-Ost;02.06.2021;Pfingstferien;;Einmalig
D;Derendingen;03.06.2021;Pfingstferien;;Einmalig
eBib;Onleihe Neckar-Alb;03.06.2021;;;Einmalig
Hi;Hirschau;03.06.2021;;;Einmalig
HST;Hauptstelle Tübingen;03.06.2021;;;Einmalig
MZU;Medienzentrum;03.06.2021;Pfingstferien;;Einmalig
WO;Waldhäuser-Ost;03.06.2021;Pfingstferien;;Einmalig
D;Derendingen;04.06.2021;Pfingstferien;;Einmalig
eBib;Onleihe Neckar-Alb;04.06.2021;;;Einmalig
Hi;Hirschau;04.06.2021;;;Einmalig
HST;Hauptstelle Tübingen;04.06.2021;;;Einmalig
MZU;Medienzentrum;04.06.2021;Pfingstferien;;Einmalig
eBib;Onleihe Neckar-Alb;05.06.2021;;;Einmalig
Hi;Hirschau;05.06.2021;;;Einmalig
HST;Hauptstelle Tübingen;05.06.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;06.06.2021;;;Einmalig
D;Derendingen;07.06.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;07.06.2021;;;Einmalig
Hi;Hirschau;07.06.2021;;;Einmalig
MZU;Medienzentrum;07.06.2021;;;Einmalig
WO;Waldhäuser-Ost;07.06.2021;;;Einmalig
D;Derendingen;08.06.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;08.06.2021;;;Einmalig
Hi;Hirschau;08.06.2021;;;Einmalig
HST;Hauptstelle Tübingen;08.06.2021;;;Einmalig
MZU;Medienzentrum;08.06.2021;;;Einmalig
WO;Waldhäuser-Ost;08.06.2021;;;Einmalig
D;Derendingen;09.06.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;09.06.2021;;;Einmalig
Hi;Hirschau;09.06.2021;;;Einmalig
HST;Hauptstelle Tübingen;09.06.2021;;;Einmalig
MZU;Medienzentrum;09.06.2021;;;Einmalig
WO;Waldhäuser-Ost;09.06.2021;;;Einmalig
D;Derendingen;29.07.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;29.07.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;29.07.2021;;;Einmalig
D;Derendingen;30.07.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;30.07.2021;Sommerferien;;Einmalig
D;Derendingen;02.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;02.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;02.08.2021;Sommerferien;;Einmalig
D;Derendingen;03.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;03.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;03.08.2021;Sommerferien;;Einmalig
D;Derendingen;04.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;04.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;04.08.2021;Sommerferien;;Einmalig
D;Derendingen;05.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;05.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;05.08.2021;Sommerferien;;Einmalig
D;Derendingen;06.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;06.08.2021;Sommerferien;;Einmalig
D;Derendingen;09.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;09.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;09.08.2021;Sommerferien;;Einmalig
D;Derendingen;10.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;10.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;10.08.2021;Sommerferien;;Einmalig
D;Derendingen;11.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;11.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;11.08.2021;Sommerferien;;Einmalig
D;Derendingen;12.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;12.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;12.08.2021;Sommerferien;;Einmalig
D;Derendingen;13.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;13.08.2021;Sommerferien;;Einmalig
D;Derendingen;16.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;16.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;16.08.2021;Sommerferien;;Einmalig
D;Derendingen;17.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;17.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;17.08.2021;Sommerferien;;Einmalig
D;Derendingen;18.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;18.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;18.08.2021;Sommerferien;;Einmalig
D;Derendingen;19.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;19.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;19.08.2021;Sommerferien;;Einmalig
D;Derendingen;20.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;20.08.2021;Sommerferien;;Einmalig
D;Derendingen;23.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;23.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;23.08.2021;Sommerferien;;Einmalig
D;Derendingen;24.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;24.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;24.08.2021;Sommerferien;;Einmalig
D;Derendingen;25.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;25.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;25.08.2021;Sommerferien;;Einmalig
D;Derendingen;26.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;26.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;26.08.2021;Sommerferien;;Einmalig
D;Derendingen;27.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;27.08.2021;Sommerferien;;Einmalig
D;Derendingen;30.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;30.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;30.08.2021;Sommerferien;;Einmalig
D;Derendingen;31.08.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;31.08.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;31.08.2021;Sommerferien;;Einmalig
D;Derendingen;01.09.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;01.09.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;01.09.2021;Sommerferien;;Einmalig
D;Derendingen;02.09.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;02.09.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;02.09.2021;Sommerferien;;Einmalig
D;Derendingen;03.09.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;03.09.2021;Sommerferien;;Einmalig
D;Derendingen;06.09.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;06.09.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;06.09.2021;Sommerferien;;Einmalig
D;Derendingen;07.09.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;07.09.2021;Sommerferien;;Einmalig
